product ,Price,Grocery store,Location,District
Butter,99.69,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Zhonghe District
Butter,175,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Wanhua District
Butter,605.34,Carrefour,"Av. Gaona 1290, Buenos Aires",Zhonghe District
Butter,532.9,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Zhonghe District
Butter,750,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Yonghe Distric
Butter,94,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Almagro
Butter,470,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Retiro
Butter,623,Jumbo,"Av. Córdoba 2529, C1120 CABA",Recoleta 
Butter,623.45,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Retiro
Butter,620,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Palermo
Butter,94,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Caballito 
Butter,85,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Almagro
Butter,570,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Caballito 
Butter,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Retiro
Butter,167,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Monserrat
Butter,94,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Palermo
Butter,680,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Palermo
Butter,532.9,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Recoleta 
Butter,94,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Recoleta 
Butter,130,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Monserrat
Butter,69,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Colegiales
Butter,498.45,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Almagro
Butter,372,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Monserrat
Butter,100,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Butter,136,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Monserrat
Butter,,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Butter,370,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Butter,690,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Butter,,,"Sarmiento 3978, C1425 FGQ, Argentina",Almagro
Butter,650,Jumbo,,Palermo
Butter,101,Carrefour,"Arenales 870, C1061 CABA",
Butter,69,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Retiro
Butter,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Villa Crespo
Butter,172,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Zhonghe District
Butter,74.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Wanhua District
Butter,153,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Zhonghe District
Butter,634.4,Carrefour,"Av. Gaona 1290, Buenos Aires",Zhonghe District
Butter,548.41,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Yonghe Distric
Butter,535,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Almagro
Butter,495,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Retiro
Butter,835,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Recoleta 
Butter,650,Jumbo,"Av. Córdoba 2529, C1120 CABA",Retiro
Butter,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Palermo
Butter,640.6,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Caballito 
Butter,167,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Almagro
Butter,220,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Caballito 
Butter,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Retiro
Butter,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Monserrat
Butter,124,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Palermo
Butter,105,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Palermo
Eggs,9.83,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Recoleta 
Eggs,9.83,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Recoleta 
Eggs,92.9,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Monserrat
Eggs,185,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Colegiales
Eggs,67.99,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Almagro
Eggs,109.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Monserrat
Eggs,144,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Palermo
Eggs,150,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Monserrat
Eggs,150,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Eggs,270,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Eggs,270,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Eggs,9.83,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Almagro
Eggs,,,"Sarmiento 3978, C1425 FGQ, Argentina",Palermo
Eggs,9.83,Jumbo,,
Eggs,75,Carrefour,"Arenales 870, C1061 CABA",Retiro
Eggs,101,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Villa Crespo
Eggs,67,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Zhonghe District
Eggs,9.83,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Wanhua District
Eggs,73.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Zhonghe District
Eggs,14.92,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Zhonghe District
Eggs,9.83,Carrefour,"Av. Gaona 1290, Buenos Aires",Yonghe Distric
Eggs,12.69,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Almagro
Eggs,79,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Retiro
Eggs,54,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Recoleta 
Eggs,9.83,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Retiro
Eggs,12.91,Jumbo,"Av. Córdoba 2529, C1120 CABA",Palermo
Eggs,55,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Caballito 
Eggs,110,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Almagro
Eggs,101,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Caballito 
Eggs,109.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Retiro
Eggs,199,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Monserrat
Eggs,145,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Palermo
Eggs,60,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Palermo
Eggs,67,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Recoleta 
Eggs,9.17,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Recoleta 
Eggs,9.17,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Monserrat
Eggs,59,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Colegiales
Eggs,145,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Almagro
Eggs,59,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Monserrat
Eggs,73.99,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Palermo
Eggs,170,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Monserrat
Eggs,216,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Eggs,124,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Eggs,238,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Eggs,216,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Almagro
Eggs,9.17,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Palermo
Eggs,,,"Sarmiento 3978, C1425 FGQ, Argentina",
Eggs,13.17,Jumbo,,Retiro
Eggs,123,Carrefour,"Arenales 870, C1061 CABA",Villa Crespo
Eggs,139,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Zhonghe District
Eggs,110,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Wanhua District
Eggs,14.97,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Zhonghe District
Eggs,67.99,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Zhonghe District
Eggs,13.15,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Yonghe Distric
Eggs,10.55,Carrefour,"Av. Gaona 1290, Buenos Aires",Almagro
Eggs,9.83,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Retiro
Eggs,90,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Recoleta 
Eggs,65,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Retiro
Eggs,11,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Palermo
Eggs,14.83,Jumbo,"Av. Córdoba 2529, C1120 CABA",Caballito 
Eggs,74,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Almagro
Eggs,55,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Caballito 
Eggs,123,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Retiro
Eggs,67.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Monserrat
Eggs,329,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Palermo
Eggs,155,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Palermo
Eggs,104,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Recoleta 
Eggs,104,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Recoleta 
Eggs,10.25,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Monserrat
Eggs,11.33,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Colegiales
Eggs,82.9,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Almagro
Eggs,99,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Monserrat
Eggs,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Palermo
Eggs,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Monserrat
Eggs,170,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Palermo
Eggs,280,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Eggs,104,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Eggs,170,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Almagro
Eggs,270,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Palermo
Eggs,12.33,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",
Eggs,,,"Sarmiento 3978, C1425 FGQ, Argentina",Retiro
Eggs,14.02,Jumbo,,Villa Crespo
Eggs,101,Carrefour,"Arenales 870, C1061 CABA",Zhonghe District
Eggs,,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Wanhua District
Eggs,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Zhonghe District
Eggs,12.3,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Zhonghe District
Eggs,59,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Yonghe Distric
Eggs,18.22,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Almagro
Eggs,,Carrefour,"Av. Gaona 1290, Buenos Aires",Retiro
Eggs,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Recoleta 
Eggs,169,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Retiro
Eggs,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Palermo
Eggs,7.86,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Caballito 
Eggs,14.91,Jumbo,"Av. Córdoba 2529, C1120 CABA",Almagro
Eggs,60,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Caballito 
Eggs,,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Retiro
Eggs,304,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Monserrat
Eggs,73.99,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Palermo
Eggs,179,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Palermo
Eggs,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Recoleta 
Eggs,80,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Recoleta 
Eggs,15,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Monserrat
Chicken breasts,239.9,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Colegiales
Chicken breasts,312.9,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Almagro
Chicken breasts,293.9,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Monserrat
Chicken breasts,372,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Palermo
Chicken breasts,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Monserrat
Chicken breasts,188.9,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Palermo
Chicken breasts,138,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Palermo
Chicken breasts,398,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Chicken breasts,138,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Almagro
Chicken breasts,130,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Palermo
Chicken breasts,130,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",
Chicken breasts,312.9,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Retiro
Chicken breasts,,,"Sarmiento 3978, C1425 FGQ, Argentina",Villa Crespo
Chicken breasts,372,Jumbo,,Zhonghe District
Chicken breasts,259.9,Carrefour,"Arenales 870, C1061 CABA",Wanhua District
Chicken breasts,296,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Zhonghe District
Chicken breasts,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Zhonghe District
Chicken breasts,372,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Yonghe Distric
Chicken breasts,312.9,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Almagro
Chicken breasts,372,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Retiro
Chicken breasts,260.4,Carrefour,"Av. Gaona 1290, Buenos Aires",Recoleta 
Chicken breasts,339.99,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Retiro
Chicken breasts,244.78,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Palermo
Chicken breasts,372,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Caballito 
Chicken breasts,259,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Almagro
Chicken breasts,372,Jumbo,"Av. Córdoba 2529, C1120 CABA",Caballito 
Chicken breasts,312.9,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Retiro
Chicken breasts,310,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Monserrat
Chicken breasts,229,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Palermo
Chicken breasts,237.23,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Palermo
Chicken breasts,216,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Recoleta 
Chicken breasts,116,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Recoleta 
Chicken breasts,124.9,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Monserrat
Chicken breasts,92.18,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Colegiales
Chicken breasts,304.9,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Almagro
Chicken breasts,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Monserrat
Chicken breasts,348.9,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Palermo
Chicken breasts,,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Monserrat
Chicken breasts,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Palermo
Chicken breasts,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Palermo
Chicken breasts,240,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Palermo
Chicken breasts,380,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Almagro
Chicken breasts,150,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",Palermo
Chicken breasts,138,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",
Chicken breasts,138,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Retiro
Chicken breasts,,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Villa Crespo
Chicken breasts,,,"Sarmiento 3978, C1425 FGQ, Argentina",Zhonghe District
Chicken breasts,,Jumbo,,Wanhua District
Chicken breasts,304.9,Carrefour,"Arenales 870, C1061 CABA",Zhonghe District
Chicken breasts,204,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Zhonghe District
Chicken breasts,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Yonghe Distric
Chicken breasts,401,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Almagro
Chicken breasts,,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Retiro
Chicken breasts,369,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Recoleta 
Chicken breasts,277.9,Carrefour,"Av. Gaona 1290, Buenos Aires",Retiro
Chicken breasts,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Palermo
Chicken breasts,122.69,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Caballito 
Chicken breasts,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Almagro
Chicken breasts,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Caballito 
Chicken breasts,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Retiro
Chicken breasts,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Monserrat
Chicken breasts,280.5,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Palermo
Chicken breasts,189,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Palermo
Chicken breasts,133.29,Supermercados Día,"Carrefour Market, Av. Rivadavia 3221, C1179 CABA, Argentina",Recoleta 
Chicken breasts,,Jumbo,"Supermercados Día, Junín 638, C1026 ABN, Buenos Aires, Argentina",Recoleta 
Chicken breasts,,Carrefour,"Jumba, Av. Cerviño 4860, C1425 AIO, Buenos Aires, Argentina",Monserrat
Chicken breasts,198.9,Carrefour,"Carrefour Market, Av. Rivadavia 2243, C1034 CABA, Argentina",Colegiales
Chicken breasts,176.21,Carrefour,"Av. Santa Fe 3368, C1425 CABA",Almagro
Chicken breasts,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 1840, C1414 CABA, Argentina",Monserrat
Chicken breasts,,Supermercados Día,"Carrefour Market, Av. Corrientes 1160, 1043 CABA, Argentina",Palermo
Chicken breasts,,Jumbo,"Supermercados Día, Av. Corrientes 3534, C1194 AAO, Buenos Aires, Argentina",Monserrat
Chicken breasts,,Jumbo,"Jumbo, Av. Santa Fe 4950, C1425 BHY, Buenos Aires, Argentina",Palermo
Chicken breasts,,Supermercados Día,"Jumbo, Guardia Vieja 4558, C1192 CABA, Argentina",Palermo
Chicken breasts,,Supermercados Día,"Supermercados Día, Buenos Aires, Paraguay 788, C1057 AAJ, Argentina",Palermo
Chicken breasts,380,Carrefour,"Supermercados Día, Buenos Aires, Defensa 748, C1065 AAN, Argentina",Almagro
Chicken breasts,540,Carrefour,"235, New Taipei City, Zhonghe District, Section 2, Zhongshan Road, 295號B1",Palermo
Chicken breasts,176,Carrefour,"Carrefour, No. 1, Guilin Road, Wanhua District, Taipei City, Taiwan 108",
Chicken breasts,138,Carrefour,"Carrefour, 100, Taiwan, Taipei City, Zhongzheng District, Section 2, Jinan Road, 46號B1",Retiro
Chicken breasts,176,Carrefour,"Carrefour, No. 276號, Jinzhou Street, Zhongshan District, Taipei City, Taiwan 10477",Villa Crespo
Chicken breasts,,Supermercados Día,"Carrefour, No. 499-1, Zhonghe Road, Yonghe District, New Taipei City, Taiwan 234",Zhonghe District
Chicken breasts,,,"Sarmiento 3978, C1425 FGQ, Argentina",Wanhua District
Chicken breasts,,Jumbo,,Zhonghe District
Chicken breasts,,Carrefour,"Arenales 870, C1061 CABA",Zhonghe District
Chicken breasts,240,Carrefour,"Carrefour Market, Av. Santa Fe 1954, C1123 CABA, Argentina",Yonghe Distric
Chicken breasts,,Supermercados Día,"Carrefour Market, Vicente López 1676, C1018 ABB, Buenos Aires, Argentina",Almagro
Chicken breasts,345,Jumbo,"Supermercados Día, Fitz Roy 2292, C1425 FVD, Buenos Aires, Argentina",Retiro
Chicken breasts,,Supermercados Día,"Av. Acoyte 702, C1405 BGS, Buenos Aires",Recoleta 
Chicken breasts,389,Supermercados Día,"Supermercados Día, Av. Rivadavia 3566, C1204 AAN, Buenos Aires, Argentina",Retiro
Chicken breasts,,Carrefour,"Av. Gaona 1290, Buenos Aires",Palermo
Chicken breasts,,Supermercados Día,"Carrefour Market, Av. Córdoba 1631, C1055 CABA, Argentina",Caballito 
Chicken breasts,256.5,Supermercados Día,"Supermercados Día, Av. Rivadavia 674, C1002 AAR, Buenos Aires, Argentina",Almagro
Chicken breasts,,Carrefour,"Supermercados Día, Buenos Aires, Raúl Scalabrini Ortíz 3170, C1425 DBZ, Argentina",Caballito 
Chicken breasts,,Carrefour,"Carrefour Market, Raúl Scalabrini Ortíz 3128, C1425 CABA, Argentina",Retiro
Chicken breasts,,Jumbo,"Av. Córdoba 2529, C1120 CABA",Monserrat
Chicken breasts,,Supermercados Día,"Av. Gral. Las Heras 2564, C1425ASP CABA",Palermo
Chicken breasts,,Supermercados Día,"Supermercados Día, Av. Rivadavia 1177, C1033 AAB, Buenos Aires, Argentina",Palermo
Chicken breasts,247.9,Carrefour,"Supermercados Día, C1426AJS AJS, Amenábar 1145, C1426 Buenos Aires, Argentina",Recoleta 
